symbol,timestamp,action,old_size,new_size,price,old_value,new_value
CFX-USDT-SWAP,2025-03-08 12:22:31.848500,close,13730.0,0.0,0.0976,1340.048,0.0
CFX-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,-20.0,0.0976,0.0,-1.9520000000000002
PYTH-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,8040.0,0.1675,0.0,1346.7
SOL-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,-0.06,-0.04,138.12,-8.2872,-5.5248
GRT-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,12770.0,13880.0,0.1018,1299.986,1412.984
LUNC-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,-21450000.0,6.33e-05,0.0,-1357.7849999999999
BAT-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,-10.0,-8930.0,0.1567,-1.5670000000000002,-1399.3310000000001
BNB-USDT-SWAP,2025-03-08 12:22:31.848500,close,0.01,0.0,596.7,5.9670000000000005,0.0
AXS-USDT-SWAP,2025-03-08 12:22:31.848500,close,0.9,0.0,3.456,3.1104,0.0
ICP-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,0.28,228.31,5.953,1.6668400000000003,1359.1294300000002
BCH-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,-3.4700000000000006,-3.8000000000000003,387.9,-1346.0130000000001,-1474.02
SHIB-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,104100000.0,100000.0,1.2876e-05,1340.3916,1.2876
METIS-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,68.7,74.9,19.31,1326.597,1446.319
UNI-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,205.0,203.0,7.04,1443.2,1429.1200000000001
WOO-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,-13540.0,-14750.0,0.0969,-1312.026,-1429.275
BICO-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,10189.0,11140.0,0.1295,1319.4755,1442.63
KSM-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,83.4,17.44,0.0,1454.496
AXS-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,-0.2,3.456,0.0,-0.6912
OP-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,-1.0,-2.0,0.9308,-0.9308,-1.8616
CRO-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,-16930.0,-17000.0,0.08398,-1421.7814,-1427.66
ADA-USDT-SWAP,2025-03-08 12:22:31.848500,close,-1410.0,0.0,0.8085,-1139.985,0.0
ADA-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,20.0,0.8085,0.0,16.17
THETA-USDT-SWAP,2025-03-08 12:22:31.848500,close,1355.0,0.0,1.0167,1377.6284999999998,0.0
ID-USDT-SWAP,2025-03-08 12:22:31.848500,close,5550.0,0.0,0.2333,1294.815,0.0
CORE-USDT-SWAP,2025-03-08 12:22:31.848500,close,-2865.0,0.0,0.4563,-1307.2994999999999,0.0
AVAX-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,68.8,19.718,0.0,1356.5983999999999
IMX-USDT-SWAP,2025-03-08 12:22:31.848500,open,0.0,2291.0,0.5832,0.0,1336.1112
LUNC-USDT-SWAP,2025-03-08 12:22:31.848500,close,17280000.0,0.0,6.33e-05,1093.8239999999998,0.0
RVN-USDT-SWAP,2025-03-08 12:22:31.848500,rebalance,-104610.0,-500.0,0.01257,-1314.9477,-6.285
POL-USDT-SWAP,2025-03-08 14:32:31.546700,close,5660.0,0.0,0.2436,1378.776,0.0
ATOM-USDT-SWAP,2025-03-08 14:32:31.546700,open,0.0,347.0,4.153,0.0,1441.091
ATOM-USDT-SWAP,2025-03-08 14:32:31.546700,close,-1.0,0.0,4.153,-4.153,0.0
SOL-USDT-SWAP,2025-03-08 14:32:31.546700,open,0.0,10.49,137.85,0.0,1446.0465
AVAX-USDT-SWAP,2025-03-08 14:32:31.546700,open,0.0,-0.3,20.592,0.0,-6.177599999999999
AVAX-USDT-SWAP,2025-03-08 14:32:31.546700,close,68.8,0.0,20.592,1416.7296,0.0
SOL-USDT-SWAP,2025-03-08 14:32:31.546700,close,-0.04,0.0,137.85,-5.514,0.0
BAT-USDT-SWAP,2025-03-08 15:42:24.260600,rebalance,-8930.0,-20.0,0.1563,-1395.759,-3.126
1INCH-USDT-SWAP,2025-03-08 15:42:24.260600,close,11.0,0.0,0.2288,2.5168,0.0
1INCH-USDT-SWAP,2025-03-08 15:42:24.260600,open,0.0,-6309.0,0.2288,0.0,-1443.4992
FIL-USDT-SWAP,2025-03-08 18:22:31.041600,close,0.2,0.0,3.113,0.6226,0.0
FIL-USDT-SWAP,2025-03-08 18:22:31.041600,open,0.0,-462.20000000000005,3.113,0.0,-1438.8286
ZIL-USDT-SWAP,2025-03-08 18:22:31.041600,rebalance,-107500.0,-300.0,0.01265,-1359.875,-3.795
SHIB-USDT-SWAP,2025-03-08 19:02:30.982100,rebalance,100000.0,42600000.0,1.2751e-05,1.2751000000000001,543.1926
UNI-USDT-SWAP,2025-03-08 19:02:30.982100,rebalance,203.0,113.0,7.16,1453.48,809.08
UNI-USDT-SWAP,2025-03-08 19:12:23.480700,close,113.0,0.0,7.172,810.4359999999999,0.0
SHIB-USDT-SWAP,2025-03-08 19:12:23.480700,rebalance,42600000.0,112300000.0,1.2746e-05,542.9796,1431.3758
OP-USDT-SWAP,2025-03-08 20:12:22.292200,open,0.0,1517.0,0.9448,0.0,1433.2616
FLOW-USDT-SWAP,2025-03-08 20:12:22.292200,rebalance,3120.0,10.0,0.4349,1356.888,4.349
OP-USDT-SWAP,2025-03-08 20:12:22.292200,close,-2.0,0.0,0.9448,-1.8896,0.0
THETA-USDT-SWAP,2025-03-08 20:42:29.399900,open,0.0,1410.0,1.0157,0.0,1432.1370000000002
GMX-USDT-SWAP,2025-03-08 20:42:29.399900,rebalance,88.0,0.1,15.51,1364.8799999999999,1.5510000000000002
MANA-USDT-SWAP,2025-03-08 23:22:28.477300,rebalance,-4880.0,-3050.0,0.2761,-1347.3680000000002,-842.105
ETH-USDT-SWAP,2025-03-08 23:22:28.477300,close,0.001,0.0,2202.12,2.20212,0.0
ETH-USDT-SWAP,2025-03-08 23:22:28.477300,open,0.0,-0.225,2202.12,0.0,-495.477
BTC-USDT-SWAP,2025-03-08 23:22:28.477300,rebalance,0.0167,0.006500000000000001,86255.0,1440.4585,560.6575
DOT-USDT-SWAP,2025-03-08 23:22:28.477300,rebalance,1.0,215.0,4.29,4.29,922.35
BTC-USDT-SWAP,2025-03-08 23:32:23.866300,rebalance,0.006500000000000001,0.0001,86134.9,559.87685,8.61349
DOT-USDT-SWAP,2025-03-08 23:32:23.866300,rebalance,215.0,335.0,4.282,920.63,1434.47
MANA-USDT-SWAP,2025-03-08 23:32:23.866300,rebalance,-3050.0,-30.0,0.2759,-841.4949999999999,-8.277
ETH-USDT-SWAP,2025-03-08 23:32:23.866300,rebalance,-0.225,-0.653,2196.0,-494.1,-1433.988
IMX-USDT-SWAP,2025-03-09 00:02:25.950700,rebalance,2291.0,2496.0,0.5777,1323.5107,1441.9392
ENS-USDT-SWAP,2025-03-09 02:42:30.725000,rebalance,0.30000000000000004,30.1,19.801,5.940300000000001,596.0101
TON-USDT-SWAP,2025-03-09 02:42:30.725000,rebalance,456.0,284.0,2.931,1336.536,832.404
ENS-USDT-SWAP,2025-03-09 02:52:26.328400,rebalance,30.1,72.4,19.832,596.9432,1435.8368000000003
TON-USDT-SWAP,2025-03-09 02:52:26.328400,rebalance,284.0,1.0,2.931,832.404,2.931
DOT-USDT-SWAP,2025-03-09 03:12:22.557000,rebalance,335.0,131.0,4.32,1447.2,565.9200000000001
ZRX-USDT-SWAP,2025-03-09 03:12:22.557000,rebalance,10.0,3340.0,0.2639,2.6390000000000002,881.426
DOT-USDT-SWAP,2025-03-09 03:22:28.140600,rebalance,131.0,1.0,4.301,563.431,4.301
ZRX-USDT-SWAP,2025-03-09 03:22:28.140600,rebalance,3340.0,5450.0,0.2636,880.424,1436.6200000000001
BSV-USDT-SWAP,2025-03-09 04:02:29.185500,rebalance,-37.7,-41.0,35.23,-1328.171,-1444.4299999999998
CRO-USDT-SWAP,2025-03-09 06:02:26.783500,rebalance,-17000.0,-15720.0,0.09136,-1553.12,-1436.1792
OP-USDT-SWAP,2025-03-09 06:42:27.028200,rebalance,1517.0,2.0,0.9356,1419.3052,1.8712
FLOKI-USDT-SWAP,2025-03-09 06:42:27.028200,rebalance,100000.0,21400000.0,6.734e-05,6.734,1441.076
PYTH-USDT-SWAP,2025-03-09 07:02:28.071500,rebalance,8040.0,8770.0,0.1649,1325.7959999999998,1446.173
AXS-USDT-SWAP,2025-03-09 08:32:28.350400,close,-0.2,0.0,3.354,-0.6708000000000001,0.0
AXS-USDT-SWAP,2025-03-09 08:32:28.350400,open,0.0,431.70000000000005,3.354,0.0,1447.9218000000003
METIS-USDT-SWAP,2025-03-09 08:32:28.350400,rebalance,74.9,0.1,18.99,1422.3509999999999,1.899
ICP-USDT-SWAP,2025-03-09 09:02:24.107300,rebalance,228.31,249.44,5.818,1328.30758,1451.24192
ATH-USDT-SWAP,2025-03-09 09:02:24.107300,rebalance,-37900.0,-41300.0,0.03519,-1333.701,-1453.347
LUNC-USDT-SWAP,2025-03-09 09:02:24.107300,rebalance,-21450000.0,-23400000.0,6.198e-05,-1329.471,-1450.3319999999999
MASK-USDT-SWAP,2025-03-09 09:22:25.703400,open,0.0,-252.0,2.183,0.0,-550.116
LUNC-USDT-SWAP,2025-03-09 09:22:25.703400,rebalance,-23400000.0,-13780000.0,6.19e-05,-1448.46,-852.982
MASK-USDT-SWAP,2025-03-09 09:32:31.853700,rebalance,-252.0,-668.0,2.183,-550.116,-1458.244
LUNC-USDT-SWAP,2025-03-09 09:32:31.853700,close,-13780000.0,0.0,6.207e-05,-855.3245999999999,0.0
PYTH-USDT-SWAP,2025-03-09 09:32:31.853700,rebalance,8770.0,5740.0,0.1673,1467.221,960.302
RON-USDT-SWAP,2025-03-09 09:32:31.853700,close,-10.0,0.0,0.8678,-8.678,0.0
RON-USDT-SWAP,2025-03-09 09:32:31.853700,open,0.0,630.0,0.8678,0.0,546.714
PYTH-USDT-SWAP,2025-03-09 09:42:25.995300,rebalance,5740.0,20.0,0.1667,956.858,3.3339999999999996
RON-USDT-SWAP,2025-03-09 09:42:25.995300,rebalance,630.0,1683.0,0.8644,544.572,1454.7851999999998
ZETA-USDT-SWAP,2025-03-09 11:02:23.728100,rebalance,5770.0,6330.0,0.2298,1325.946,1454.634
ETC-USDT-SWAP,2025-03-09 11:02:23.728100,rebalance,-68.89999999999999,-75.6,19.16,-1320.1239999999998,-1448.4959999999999
ETHW-USDT-SWAP,2025-03-09 11:42:26.489100,close,-0.6000000000000001,0.0,1.532,-0.9192000000000001,0.0
ETHW-USDT-SWAP,2025-03-09 11:42:26.489100,open,0.0,390.8,1.532,0.0,598.7056
KSM-USDT-SWAP,2025-03-09 11:42:26.489100,rebalance,83.4,51.800000000000004,17.09,1425.306,885.2620000000001
KSM-USDT-SWAP,2025-03-09 11:52:31.231300,close,51.800000000000004,0.0,17.12,886.8160000000001,0.0
ETHW-USDT-SWAP,2025-03-09 11:52:31.231300,rebalance,390.8,947.6,1.5,586.2,1421.4
BSV-USDT-SWAP,2025-03-09 12:22:31.422900,close,-41.0,0.0,33.71,-1382.1100000000001,0.0
YFI-USDT-SWAP,2025-03-09 12:22:31.422900,rebalance,-0.001,-0.2776,5217.0,-5.2170000000000005,-1448.2392
NEAR-USDT-SWAP,2025-03-09 13:52:29.909000,close,-485.0,0.0,2.738,-1327.93,0.0
GAS-USDT-SWAP,2025-03-09 13:52:29.909000,open,0.0,-481.0,2.986,0.0,-1436.266
BLUR-USDT-SWAP,2025-03-09 14:02:28.183500,rebalance,-12110.0,-13180.0,0.1093,-1323.6229999999998,-1440.5739999999998
GRT-USDT-SWAP,2025-03-09 14:02:28.183500,rebalance,13880.0,15130.0,0.0949,1317.212,1435.837
WOO-USDT-SWAP,2025-03-09 16:02:27.087100,rebalance,-14750.0,-16040.0,0.0885,-1305.375,-1419.54
DOT-USDT-SWAP,2025-03-09 17:02:27.537700,open,0.0,-233.0,4.095,0.0,-954.135
ARB-USDT-SWAP,2025-03-09 17:02:27.537700,rebalance,-3599.0,-3926.0,0.3572,-1285.5628000000002,-1402.3672000000001
DOT-USDT-SWAP,2025-03-09 17:02:27.537700,close,1.0,0.0,4.095,4.095,0.0
WOO-USDT-SWAP,2025-03-09 17:02:27.537700,rebalance,-16040.0,-6220.0,0.0851,-1365.004,-529.322
BICO-USDT-SWAP,2025-03-09 17:02:27.537700,rebalance,11140.0,12245.0,0.1138,1267.732,1393.481
EGLD-USDT-SWAP,2025-03-09 17:02:27.537700,rebalance,70.10000000000001,76.2,18.41,1290.5410000000002,1402.842
WOO-USDT-SWAP,2025-03-09 17:12:26.726600,close,-6220.0,0.0,0.0851,-529.322,0.0
DOT-USDT-SWAP,2025-03-09 17:12:26.726600,rebalance,-233.0,-343.0,4.108,-957.1639999999999,-1409.0439999999999
SHIB-USDT-SWAP,2025-03-09 18:02:34.005700,rebalance,112300000.0,9900000.0,1.1636e-05,1306.7228,115.1964
ZK-USDT-SWAP,2025-03-09 18:02:34.005700,rebalance,10.0,17740.0,0.0691,0.691,1225.8339999999998
CELO-USDT-SWAP,2025-03-09 18:02:34.005700,rebalance,-3776.0,-4107.0,0.3381,-1276.6656,-1388.5767
CRO-USDT-SWAP,2025-03-09 18:02:34.005700,rebalance,-15720.0,-17150.0,0.08147,-1280.7084,-1397.2105
SHIB-USDT-SWAP,2025-03-09 18:12:26.921400,rebalance,9900000.0,200000.0,1.1559e-05,114.4341,2.3118000000000003
ZK-USDT-SWAP,2025-03-09 18:12:26.921400,rebalance,17740.0,20210.0,0.0682,1209.868,1378.322
BAT-USDT-SWAP,2025-03-09 18:42:33.575900,rebalance,-20.0,-4550.0,0.1467,-2.934,-667.485
FIL-USDT-SWAP,2025-03-09 18:42:33.575900,rebalance,-462.20000000000005,-271.0,2.766,-1278.4452,-749.586
FIL-USDT-SWAP,2025-03-09 18:52:31.582400,open,0.0,0.7000000000000001,2.779,0.0,1.9453
BAT-USDT-SWAP,2025-03-09 18:52:31.582400,rebalance,-4550.0,-9480.0,0.1478,-672.4899999999999,-1401.1439999999998
FIL-USDT-SWAP,2025-03-09 18:52:31.582400,close,-271.0,0.0,2.779,-753.1089999999999,0.0
IMX-USDT-SWAP,2025-03-09 19:02:28.584400,rebalance,2496.0,2714.0,0.5183,1293.6768,1406.6662
FLOKI-USDT-SWAP,2025-03-09 19:02:28.584400,rebalance,21400000.0,23500000.0,5.979e-05,1279.506,1405.065
THETA-USDT-SWAP,2025-03-09 19:02:28.584400,rebalance,1410.0,1534.0,0.9179,1294.239,1408.0586
APT-USDT-SWAP,2025-03-09 22:02:32.769000,rebalance,-228.0,-248.0,5.651,-1288.4279999999999,-1401.4479999999999
ENS-USDT-SWAP,2025-03-09 22:02:32.769000,rebalance,72.4,79.5,17.59,1273.516,1398.405
ETHW-USDT-SWAP,2025-03-09 22:02:32.769000,rebalance,947.6,1041.9,1.346,1275.4696000000001,1402.3974000000003
XTZ-USDT-SWAP,2025-03-09 23:02:28.863100,rebalance,-1900.0,-2082.0,0.6742,-1280.98,-1403.6844
MANA-USDT-SWAP,2025-03-10 01:42:29.283400,rebalance,-30.0,-4380.0,0.2636,-7.908,-1154.568
CELO-USDT-SWAP,2025-03-10 01:42:29.283400,rebalance,-4107.0,-508.0,0.3372,-1384.8804,-171.2976
MANA-USDT-SWAP,2025-03-10 01:52:27.896500,rebalance,-4380.0,-5390.0,0.2631,-1152.378,-1418.109
CELO-USDT-SWAP,2025-03-10 01:52:27.896500,rebalance,-508.0,-13.0,0.3371,-171.2468,-4.3823
SHIB-USDT-SWAP,2025-03-10 04:32:28.193400,close,200000.0,0.0,1.2179e-05,2.4358,0.0
SHIB-USDT-SWAP,2025-03-10 04:32:28.193400,open,0.0,-116300000.0,1.2179e-05,0.0,-1416.4177
ETC-USDT-SWAP,2025-03-10 04:32:28.193400,rebalance,-75.6,-0.3,18.03,-1363.068,-5.409
IMX-USDT-SWAP,2025-03-10 06:02:30.498100,close,2714.0,0.0,0.5358,1454.1612000000002,0.0
IMX-USDT-SWAP,2025-03-10 06:02:30.498100,open,0.0,-1.0,0.5358,0.0,-0.5358
CFX-USDT-SWAP,2025-03-10 06:02:30.498100,close,-20.0,0.0,0.082,-1.6400000000000001,0.0
CFX-USDT-SWAP,2025-03-10 06:02:30.498100,open,0.0,17240.0,0.082,0.0,1413.68
ATH-USDT-SWAP,2025-03-10 07:02:36.431900,rebalance,-41300.0,-38200.0,0.03639,-1502.907,-1390.098
LRC-USDT-SWAP,2025-03-10 07:42:31.017600,rebalance,-30.0,-13480.0,0.1052,-3.156,-1418.096
1INCH-USDT-SWAP,2025-03-10 07:42:31.017600,rebalance,-6309.0,-17.0,0.214,-1350.126,-3.638
APT-USDT-SWAP,2025-03-10 08:42:28.787600,rebalance,-248.0,-146.0,5.4172,-1343.4656,-790.9112
ZIL-USDT-SWAP,2025-03-10 08:42:28.787600,rebalance,-300.0,-49800.0,0.01181,-3.5429999999999997,-588.1379999999999
APT-USDT-SWAP,2025-03-10 08:52:35.338200,rebalance,-146.0,-1.0,5.4016,-788.6336,-5.4016
ZIL-USDT-SWAP,2025-03-10 08:52:35.338200,rebalance,-49800.0,-120900.0,0.01178,-586.644,-1424.202
EOS-USDT-SWAP,2025-03-10 10:32:36.547000,open,0.0,680.0,0.4982,0.0,338.776
ATOM-USDT-SWAP,2025-03-10 10:32:36.547000,rebalance,347.0,262.0,3.954,1372.038,1035.948
EOS-USDT-SWAP,2025-03-10 10:32:36.547000,close,-10.0,0.0,0.4982,-4.981999999999999,0.0
EOS-USDT-SWAP,2025-03-10 10:42:33.807800,rebalance,680.0,2850.0,0.498,338.64,1419.3
ATOM-USDT-SWAP,2025-03-10 10:42:33.807800,rebalance,262.0,1.0,3.942,1032.804,3.942
ATH-USDT-SWAP,2025-03-10 14:02:33.636600,rebalance,-38200.0,-41900.0,0.03308,-1263.656,-1386.052
METIS-USDT-SWAP,2025-03-10 14:22:38.393500,rebalance,0.1,83.10000000000001,17.0,1.7000000000000002,1412.7
FLOKI-USDT-SWAP,2025-03-10 14:22:38.393500,rebalance,23500000.0,100000.0,6.182e-05,1452.77,6.182
RON-USDT-SWAP,2025-03-10 15:02:36.633100,rebalance,1683.0,1847.0,0.762,1282.446,1407.414
SOL-USDT-SWAP,2025-03-10 15:02:36.633100,rebalance,10.49,11.59,121.08,1270.1292,1403.3172
XTZ-USDT-SWAP,2025-03-10 15:32:31.041400,rebalance,-2082.0,-1.0,0.6957,-1448.4474,-0.6957
OP-USDT-SWAP,2025-03-10 15:32:31.041400,close,2.0,0.0,0.8956,1.7912,0.0
OP-USDT-SWAP,2025-03-10 15:32:31.041400,open,0.0,-1579.0,0.8956,0.0,-1414.1524
NEAR-USDT-SWAP,2025-03-10 16:32:35.574400,open,0.0,387.0,2.455,0.0,950.085
BICO-USDT-SWAP,2025-03-10 16:32:35.574400,rebalance,12245.0,5134.0,0.1152,1410.624,591.4368
NEAR-USDT-SWAP,2025-03-10 16:42:31.159000,rebalance,387.0,571.0,2.427,939.249,1385.817
BICO-USDT-SWAP,2025-03-10 16:42:31.159000,close,5134.0,0.0,0.1144,587.3296,0.0
BICO-USDT-SWAP,2025-03-10 16:42:31.159000,open,0.0,-24.0,0.1144,0.0,-2.7456
ETHW-USDT-SWAP,2025-03-10 17:02:39.026100,rebalance,1041.9,5.2,1.373,1430.5287,7.139600000000001
PYTH-USDT-SWAP,2025-03-10 17:02:39.026100,rebalance,20.0,9530.0,0.1454,2.908,1385.662
IMX-USDT-SWAP,2025-03-10 17:22:38.083800,rebalance,-1.0,-2670.0,0.5258,-0.5258,-1403.8860000000002
ARB-USDT-SWAP,2025-03-10 17:22:38.083800,rebalance,-3926.0,-49.0,0.3352,-1315.9952,-16.4248
ETH-USDT-SWAP,2025-03-10 18:02:34.342900,rebalance,-0.653,-0.718,1926.62,-1258.08286,-1383.31316
EGLD-USDT-SWAP,2025-03-10 18:12:34.307900,rebalance,76.2,57.6,18.05,1375.41,1039.68
ID-USDT-SWAP,2025-03-10 18:12:34.307900,open,0.0,1470.0,0.1956,0.0,287.532
EGLD-USDT-SWAP,2025-03-10 18:22:36.003900,close,57.6,0.0,17.99,1036.224,0.0
ID-USDT-SWAP,2025-03-10 18:22:36.003900,rebalance,1470.0,6960.0,0.1948,286.356,1355.808
EGLD-USDT-SWAP,2025-03-10 18:22:36.003900,open,0.0,-0.2,17.99,0.0,-3.598
CFX-USDT-SWAP,2025-03-10 19:02:40.353600,rebalance,17240.0,18930.0,0.071,1224.04,1344.03
ZRX-USDT-SWAP,2025-03-10 19:02:40.353600,rebalance,5450.0,5930.0,0.2283,1244.2350000000001,1353.819
THETA-USDT-SWAP,2025-03-10 19:02:40.353600,rebalance,1534.0,1672.0,0.8083,1239.9322,1351.4776
BLUR-USDT-SWAP,2025-03-10 20:42:36.176500,close,-13180.0,0.0,0.0961,-1266.598,0.0
LUNC-USDT-SWAP,2025-03-10 20:42:36.176500,open,0.0,-23480000.0,5.821e-05,0.0,-1366.7708
AXS-USDT-SWAP,2025-03-10 21:02:33.528600,rebalance,431.70000000000005,475.90000000000003,2.872,1239.8424,1366.7848000000001
BCH-USDT-SWAP,2025-03-11 00:02:36.030700,rebalance,-3.8000000000000003,-4.16,332.9,-1265.02,-1384.864
OP-USDT-SWAP,2025-03-11 00:02:36.030700,rebalance,-1579.0,-1717.0,0.8058,-1272.3582,-1383.5585999999998
ZETA-USDT-SWAP,2025-03-11 00:02:36.030700,rebalance,6330.0,6890.0,0.2005,1269.165,1381.4450000000002
1INCH-USDT-SWAP,2025-03-11 00:42:38.448100,open,0.0,1775.0,0.1931,0.0,342.7525
EOS-USDT-SWAP,2025-03-11 00:42:38.448100,rebalance,2850.0,2150.0,0.462,1316.7,993.3000000000001
1INCH-USDT-SWAP,2025-03-11 00:42:38.448100,close,-17.0,0.0,0.1931,-3.2826999999999997,0.0
1INCH-USDT-SWAP,2025-03-11 00:52:34.614600,rebalance,1775.0,7297.0,0.1931,342.7525,1409.0507
IMX-USDT-SWAP,2025-03-11 00:52:34.614600,rebalance,-2670.0,-2008.0,0.492,-1313.6399999999999,-987.936
APT-USDT-SWAP,2025-03-11 00:52:34.614600,rebalance,-1.0,-74.0,5.2338,-5.2338,-387.3012
EOS-USDT-SWAP,2025-03-11 00:52:34.614600,rebalance,2150.0,10.0,0.462,993.3000000000001,4.62
PYTH-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,9530.0,10370.0,0.137,1305.6100000000001,1420.69
METIS-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,83.10000000000001,92.2,15.51,1288.881,1430.022
GAS-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,-481.0,-528.0,2.679,-1288.599,-1414.512
ZK-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,20210.0,22100.0,0.06535,1320.7235,1444.2350000000001
IMX-USDT-SWAP,2025-03-11 01:02:39.097300,close,-2008.0,0.0,0.492,-987.936,0.0
ENS-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,79.5,87.10000000000001,16.52,1313.34,1438.892
APT-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,-74.0,-262.0,5.2338,-387.3012,-1371.2556
ICP-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,249.44,274.06,5.121,1277.3822400000001,1403.46126
GRT-USDT-SWAP,2025-03-11 01:02:39.097300,rebalance,15130.0,16670.0,0.0849,1284.537,1415.2830000000001
IMX-USDT-SWAP,2025-03-11 01:02:39.097300,open,0.0,1.0,0.492,0.0,0.492
